Order_ID,Order_Date,Customer_ID,Region,Category,Product_Name,Quantity,Unit_Price,Discount,Sales,Profit,Sales_Channel,Customer_Segment
ORD100040,2024-07-05,CUST00808,East,Grocery,Rice 5kg,6,923.73,0.1,4988.14,399.05,Online,Recurring
ORD100041,2023-11-04,CUST02078,East,Grocery,Snacks Pack,4,711.35,0.1,2560.86,204.87,Marketplace,Recurring
ORD100042,2024-01-24,CUST00713,Central,Beauty & Personal Care,Perfume,4,1414.05,0.0,5656.2,1809.98,In-Store,Recurring
ORD100043,2024-08-16,CUST02485,East,Grocery,Tea Powder,4,690.85,0.1,2487.06,198.96,In-Store,Recurring
ORD100044,2023-10-18,CUST02112,Central,Clothing,T-Shirt,2,2788.34,0.0,5576.68,1951.84,In-Store,New
ORD100045,2023-09-08,CUST01947,Central,Electronics,Smartwatch,4,36112.88,0.05,137228.94,38424.1,Marketplace,Recurring
ORD100046,2023-09-07,CUST00605,North,Electronics,Smartwatch,2,12255.92,0.2,19609.47,5490.65,Online,Recurring
ORD100047,2023-05-05,CUST01870,South,Grocery,Spices Combo,5,614.68,0.05,2919.73,233.58,Marketplace,Recurring
ORD100048,2024-07-15,CUST01827,South,Grocery,Tea Powder,3,763.19,0.15,1946.13,155.69,Marketplace,Recurring
ORD100049,2023-10-09,CUST01802,North,Clothing,Jeans,3,1541.64,0.15,3931.18,1375.91,In-Store,New
ORD100050,2024-12-11,CUST00626,South,Electronics,Smartwatch,4,22175.74,0.05,84267.81,23594.99,In-Store,Recurring
ORD100051,2024-02-03,CUST02393,North,Beauty & Personal Care,Skincare Kit,4,113.15,0.05,429.97,137.59,Marketplace,VIP
ORD100052,2024-03-05,CUST02205,Central,Beauty & Personal Care,Shampoo,4,625.61,0.1,2252.2,720.7,Marketplace,New
ORD100053,2024-11-26,CUST01657,South,Grocery,Cooking Oil,5,556.42,0.05,2643.0,211.44,Online,New
ORD100054,2024-03-14,CUST00556,West,Furniture,Office Chair,3,10408.32,0.0,31224.96,6869.49,Mobile App,Recurring
ORD100055,2024-01-24,CUST01140,West,Clothing,T-Shirt,4,370.72,0.1,1334.59,467.11,Mobile App,New
ORD100056,2023-03-12,CUST00165,North,Furniture,Study Table,1,16101.01,0.0,16101.01,3542.22,Online,Recurring
ORD100057,2023-08-12,CUST01905,East,Clothing,Jeans,5,2545.82,0.15,10819.74,3786.91,In-Store,VIP
ORD100058,2023-04-21,CUST02371,North,Clothing,Kurta,6,3658.7,0.1,19756.98,6914.94,In-Store,New
ORD100059,2024-12-08,CUST00995,North,Clothing,Kurta,1,3245.04,0.15,2758.28,965.4,Mobile App,Recurring
ORD100060,2024-11-08,CUST01518,North,Beauty & Personal Care,Perfume,1,2137.98,0.25,1603.48,513.11,Marketplace,VIP
ORD100061,2024-10-12,CUST01884,South,Grocery,Cooking Oil,6,544.66,0.15,2777.77,222.22,Marketplace,Recurring
ORD100062,2024-08-29,CUST01100,East,Furniture,Office Chair,3,22218.21,0.0,66654.63,14664.02,Marketplace,New
ORD100063,2024-05-21,CUST01332,South,Grocery,Cooking Oil,3,806.94,0.0,2420.82,193.67,Mobile App,Recurring
ORD100064,2024-06-13,CUST00783,North,Furniture,Sofa,4,14546.2,0.0,58184.8,12800.66,Marketplace,Recurring
ORD100065,2023-01-18,CUST00382,East,Furniture,Sofa,6,7216.91,0.15,36806.24,8097.37,Marketplace,Recurring
ORD100066,2023-12-19,CUST01743,Central,Clothing,Jacket,6,1977.86,0.05,11273.8,3945.83,Online,Recurring
ORD100067,2023-11-20,CUST00490,Central,Furniture,Study Table,2,18856.95,0.05,35828.2,7882.2,Mobile App,VIP
ORD100068,2023-07-18,CUST01214,South,Clothing,Jeans,3,351.35,0.1,948.65,332.03,Online,VIP
ORD100069,2024-07-20,CUST01197,South,Grocery,Rice 5kg,1,594.36,0.05,564.64,45.17,Mobile App,New
ORD100070,2023-02-22,CUST01035,West,Electronics,Headphones,4,32471.27,0.1,116896.57,32731.04,Online,New
ORD100071,2024-07-30,CUST01245,North,Furniture,Office Chair,5,19464.19,0.15,82722.81,18199.02,In-Store,Recurring
ORD100072,2024-01-25,CUST01846,West,Clothing,Kurta,4,1428.91,0.1,5144.08,1800.43,Online,VIP
ORD100073,2023-08-01,CUST00865,East,Electronics,Smartphone,2,12123.24,0.0,24246.48,6789.01,Marketplace,Recurring
ORD100074,2024-08-31,CUST01925,East,Electronics,Smartphone,3,36112.88,0.15,92087.84,25784.6,Online,Recurring
ORD100075,2023-09-28,CUST02416,South,Grocery,Rice 5kg,5,262.57,0.0,1312.85,105.03,In-Store,New
ORD100076,2023-06-19,CUST01260,Central,Beauty & Personal Care,Perfume,4,397.45,0.2,1271.84,406.99,Marketplace,VIP
ORD100077,2024-05-27,CUST02212,West,Grocery,Rice 5kg,5,86.87,0.05,412.63,33.01,Mobile App,New
ORD100078,2023-08-23,CUST02357,Central,Electronics,Laptop,5,3573.87,0.25,13402.01,3752.56,Marketplace,VIP
ORD100079,2023-07-05,CUST02398,West,Grocery,Rice 5kg,4,379.56,0.0,1518.24,121.46,Online,VIP
ORD100080,2023-12-04,CUST01687,West,Clothing,Sneakers,5,434.78,0.0,2173.9,760.87,Mobile App,New
ORD100081,2024-02-18,CUST02108,North,Beauty & Personal Care,Skincare Kit,4,229.09,0.15,778.91,249.25,Marketplace,Recurring
ORD100082,2023-02-22,CUST00834,East,Beauty & Personal Care,Shampoo,3,1150.48,0.15,2933.72,938.79,Online,VIP
ORD100083,2024-09-15,CUST00981,South,Clothing,Kurta,1,2342.33,0.05,2225.21,778.82,Online,Recurring
ORD100084,2023-05-01,CUST00631,West,Clothing,Kurta,6,1310.67,0.05,7470.82,2614.79,In-Store,Recurring
ORD100085,2023-05-29,CUST01572,South,Beauty & Personal Care,Trimmer,6,2209.38,0.0,13256.28,4242.01,Marketplace,New
ORD100086,2024-06-03,CUST01095,North,Clothing,Jacket,5,2444.72,0.2,9778.88,3422.61,In-Store,Recurring
ORD100087,2024-05-10,CUST01414,East,Beauty & Personal Care,Trimmer,4,1191.83,0.0,4767.32,1525.54,In-Store,Recurring
ORD100088,2023-08-28,CUST01683,North,Clothing,Sneakers,6,3678.69,0.1,19864.93,6952.73,In-Store,Recurring
ORD100089,2023-02-07,CUST00518,Central,Beauty & Personal Care,Perfume,1,2197.06,0.1,1977.35,632.75,Marketplace,New
ORD100090,2023-05-28,CUST01680,South,Electronics,Smartwatch,3,22667.26,0.15,57801.51,16184.42,Online,VIP
ORD100091,2024-11-21,CUST02186,West,Clothing,Sneakers,5,431.83,0.0,2159.15,755.7,Mobile App,VIP
ORD100092,2023-04-03,CUST01778,North,Electronics,Smartwatch,2,36112.88,0.0,72225.76,20223.21,Online,New
ORD100093,2024-01-19,CUST01765,South,Furniture,Bed Frame,4,14798.88,0.0,59195.52,13023.01,Online,Recurring
ORD100094,2024-01-27,CUST00987,West,Beauty & Personal Care,Shampoo,2,1205.76,0.0,2411.52,771.69,Online,VIP
ORD100095,2024-04-21,CUST01179,Central,Furniture,Office Chair,4,23712.98,0.15,80624.13,17737.31,Marketplace,Recurring
ORD100096,2024-04-12,CUST01238,South,Grocery,Tea Powder,1,274.35,0.1,246.92,19.75,Mobile App,VIP
ORD100097,2023-10-30,CUST00090,West,Clothing,T-Shirt,5,3499.75,0.15,14873.94,5205.88,Marketplace,Recurring
ORD100098,2023-10-21,CUST00943,Central,Clothing,Jeans,6,1002.49,0.05,5714.19,1999.97,In-Store,Recurring
ORD100099,2024-10-04,CUST00162,East,Grocery,Rice 5kg,5,395.62,0.0,1978.1,158.25,Mobile App,New
ORD100100,2024-03-01,CUST00720,South,Furniture,Bed Frame,3,13974.56,0.0,41923.68,9223.21,Mobile App,VIP
ORD100101,2024-05-08,CUST01209,East,Electronics,Smartwatch,1,10007.59,0.0,10007.59,2802.13,Marketplace,VIP
ORD100102,2024-07-24,CUST01499,North,Grocery,Rice 5kg,3,558.74,0.1,1508.6,120.69,Mobile App,Recurring
ORD100103,2024-10-15,CUST01522,North,Furniture,Sofa,1,16058.97,0.15,13650.12,3003.03,In-Store,Recurring
ORD100104,2024-10-12,CUST01902,East,Grocery,Rice 5kg,2,92.08,0.0,184.16,14.73,Marketplace,New
ORD100105,2023-08-29,CUST02202,South,Grocery,Tea Powder,3,685.96,0.15,1749.2,139.94,Marketplace,Recurring
ORD100106,2023-06-08,CUST01700,North,Grocery,Spices Combo,4,941.1,0.05,3576.18,286.09,Mobile App,New
ORD100107,2024-03-31,CUST00968,East,Electronics,Laptop,5,36112.88,0.15,153479.74,42974.33,Marketplace,New
ORD100108,2023-05-06,CUST01863,North,Furniture,Bed Frame,1,2687.65,0.05,2553.27,561.72,In-Store,Recurring
ORD100109,2023-07-30,CUST00282,Central,Furniture,Bed Frame,2,20606.56,0.0,41213.12,9066.89,In-Store,Recurring
ORD100110,2024-09-02,CUST00012,East,Furniture,Study Table,5,7389.62,0.0,36948.1,8128.58,Online,New
ORD100111,2024-01-02,CUST00975,Central,Clothing,T-Shirt,2,1280.86,0.0,2561.72,896.6,Online,Recurring
ORD100112,2024-05-02,CUST01837,East,Beauty & Personal Care,Trimmer,1,1183.81,0.0,1183.81,378.82,Online,Recurring
ORD100113,2024-11-05,CUST02136,East,Grocery,Rice 5kg,1,997.66,0.05,947.78,75.82,Online,Recurring
ORD100114,2024-03-30,CUST00302,North,Clothing,Kurta,2,542.02,0.05,1029.84,360.44,Mobile App,New
ORD100115,2024-09-03,CUST02174,East,Grocery,Spices Combo,5,457.69,0.15,1945.18,155.61,In-Store,Recurring
ORD100116,2023-08-22,CUST01695,East,Grocery,Tea Powder,4,742.13,0.0,2968.52,237.48,Mobile App,New
ORD100117,2023-06-06,CUST01943,North,Electronics,Headphones,1,28639.53,0.2,22911.62,6415.25,In-Store,Recurring
ORD100118,2024-08-23,CUST02301,Central,Clothing,T-Shirt,4,1607.31,0.2,5143.39,1800.19,Marketplace,VIP
ORD100119,2023-02-22,CUST01179,Central,Clothing,Jacket,1,2437.3,0.0,2437.3,853.06,Marketplace,New
ORD100120,2023-04-21,CUST01435,Central,Clothing,T-Shirt,3,2423.17,0.25,5452.13,1908.25,Online,Recurring
ORD100121,2024-11-04,CUST01096,North,Furniture,Bookshelf,6,19416.39,0.05,110673.42,24348.15,In-Store,VIP
ORD100122,2024-08-02,CUST01642,North,Furniture,Office Chair,1,19033.37,0.0,19033.37,4187.34,Marketplace,New
ORD100123,2024-01-14,CUST01277,East,Beauty & Personal Care,Trimmer,1,2219.02,0.0,2219.02,710.09,Online,Recurring
ORD100124,2023-10-06,CUST01815,West,Grocery,Spices Combo,4,442.47,0.0,1769.88,141.59,Online,New
ORD100125,2023-04-24,CUST01161,Central,Grocery,Spices Combo,6,342.0,0.0,2052.0,164.16,Online,New
ORD100126,2023-11-05,CUST00866,South,Clothing,Jacket,3,742.94,0.05,2117.38,741.08,In-Store,New
ORD100127,2024-06-29,CUST00943,Central,Beauty & Personal Care,Perfume,1,1051.97,0.2,841.58,269.31,Online,Recurring
ORD100128,2023-03-21,CUST01283,Central,Grocery,Spices Combo,4,723.02,0.1,2602.87,208.23,Marketplace,New
ORD100129,2023-11-29,CUST00704,Central,Grocery,Snacks Pack,1,463.88,0.0,463.88,37.11,Marketplace,Recurring
ORD100130,2024-02-10,CUST01271,East,Furniture,Bookshelf,2,3293.99,0.15,5599.78,1231.95,In-Store,VIP
ORD100131,2023-12-24,CUST01439,South,Furniture,Office Chair,2,7514.51,0.0,15029.02,3306.38,Online,New
ORD100132,2024-10-05,CUST02024,West,Beauty & Personal Care,Trimmer,4,1733.72,0.1,6241.39,1997.24,Mobile App,VIP
ORD100133,2024-10-04,CUST01295,South,Grocery,Rice 5kg,4,469.1,0.0,1876.4,150.11,Online,New
ORD100134,2023-03-17,CUST01272,West,Grocery,Rice 5kg,1,399.3,0.0,399.3,31.94,Online,Recurring
ORD100135,2024-06-03,CUST01575,Central,Beauty & Personal Care,Trimmer,6,2249.1,0.05,12819.87,4102.36,Mobile App,New
ORD100136,2024-05-02,CUST02054,South,Electronics,Smartwatch,1,36112.88,0.0,36112.88,10111.61,Online,Recurring
ORD100137,2023-06-26,CUST00161,South,Grocery,Tea Powder,5,545.61,0.0,2728.05,218.24,Mobile App,New
ORD100138,2023-12-13,CUST02449,North,Clothing,T-Shirt,3,648.67,0.2,1556.81,544.88,Mobile App,Recurring
ORD100139,2024-11-03,CUST02469,South,Clothing,T-Shirt,5,2754.36,0.0,13771.8,4820.13,Marketplace,New
ORD100140,2024-12-26,CUST00348,East,Beauty & Personal Care,Skincare Kit,6,1998.99,0.0,11993.94,3838.06,Online,Recurring
ORD100141,2024-03-09,CUST02083,East,Electronics,Laptop,3,12536.01,0.0,37608.03,10530.25,Marketplace,New
ORD100142,2023-05-21,CUST00635,North,Clothing,T-Shirt,5,3151.24,0.25,11817.15,4136.0,Online,Recurring
ORD100143,2024-09-24,CUST00537,Central,Grocery,Cooking Oil,2,220.8,0.2,353.28,28.26,In-Store,Recurring
ORD100144,2023-02-14,CUST01683,East,Furniture,Sofa,5,8195.09,0.15,34829.13,7662.41,In-Store,Recurring
ORD100145,2023-11-13,CUST01922,South,Clothing,Kurta,4,2007.22,0.0,8028.88,2810.11,Marketplace,VIP
ORD100146,2023-07-24,CUST02477,South,Clothing,T-Shirt,6,2077.19,0.0,12463.14,4362.1,Online,Recurring
ORD100147,2024-06-12,CUST00511,East,Electronics,Smartphone,3,29755.88,0.1,80340.88,22495.45,Marketplace,New
ORD100148,2023-08-16,CUST01848,East,Electronics,Smartwatch,1,26372.45,0.0,26372.45,7384.29,Online,New
ORD100149,2023-01-29,CUST01306,North,Clothing,Jeans,2,440.72,0.25,661.08,231.38,In-Store,Recurring
ORD100150,2024-04-25,CUST01838,Central,Electronics,Headphones,1,17378.39,0.25,13033.79,3649.46,Marketplace,New
ORD100151,2023-10-23,CUST00974,East,Electronics,Headphones,2,27868.25,0.1,50162.85,14045.6,Online,Recurring
ORD100152,2024-05-26,CUST02445,Central,Electronics,Tablet,5,16483.28,0.0,82416.4,23076.59,Online,Recurring
ORD100153,2023-09-04,CUST02338,West,Furniture,Office Chair,5,24404.36,0.0,122021.8,26844.8,Online,New
ORD100154,2024-04-26,CUST00179,West,Clothing,Jacket,6,359.1,0.0,2154.6,754.11,Online,Recurring
ORD100155,2023-12-07,CUST00547,North,Clothing,Kurta,3,3308.98,0.0,9926.94,3474.43,Marketplace,VIP
ORD100156,2024-05-05,CUST00747,South,Electronics,Smartwatch,1,19779.62,0.0,19779.62,5538.29,Online,New
ORD100157,2023-11-14,CUST02112,West,Beauty & Personal Care,Skincare Kit,3,186.89,0.15,476.57,152.5,Mobile App,VIP
ORD100158,2023-02-18,CUST01360,East,Electronics,Laptop,4,36112.88,0.15,122783.79,34379.46,Marketplace,New
ORD100159,2023-07-11,CUST02033,West,Clothing,Kurta,3,3263.25,0.15,8321.29,2912.45,Marketplace,Recurring
ORD100160,2023-07-04,CUST02235,East,Clothing,T-Shirt,1,1512.3,0.0,1512.3,529.3,Marketplace,New
ORD100161,2024-03-30,CUST01440,West,Electronics,Laptop,5,36112.88,0.0,180564.4,50558.03,Online,New
ORD100162,2024-10-14,CUST01664,East,Beauty & Personal Care,Shampoo,1,441.67,0.1,397.5,127.2,Marketplace,New
ORD100163,2023-03-10,CUST00967,East,Clothing,Sneakers,5,418.83,0.0,2094.15,732.95,Mobile App,New
ORD100164,2023-03-20,CUST02351,South,Beauty & Personal Care,Perfume,4,853.53,0.0,3414.12,1092.52,Online,New
ORD100165,2023-07-10,CUST02045,Central,Grocery,Spices Combo,1,297.69,0.05,282.81,22.62,In-Store,VIP
ORD100166,2023-10-20,CUST02012,South,Electronics,Smartphone,1,29930.18,0.15,25440.65,7123.38,Online,Recurring
ORD100167,2023-11-24,CUST01424,North,Beauty & Personal Care,Trimmer,3,2238.2,0.25,5035.95,1611.5,In-Store,Recurring
ORD100168,2024-06-04,CUST00919,North,Furniture,Study Table,2,20073.56,0.0,40147.12,8832.37,Mobile App,Recurring
ORD100169,2024-07-18,CUST00532,Central,Electronics,Headphones,3,26481.64,0.2,63555.94,17795.66,Marketplace,Recurring
ORD100170,2024-08-11,CUST00303,South,Clothing,T-Shirt,4,2022.58,0.1,7281.29,2548.45,In-Store,Recurring
ORD100171,2023-05-13,CUST01773,Central,Electronics,Headphones,5,10792.14,0.0,53960.7,15109.0,In-Store,New
ORD100172,2024-06-15,CUST01164,North,Clothing,Jeans,6,3837.5,0.05,21873.75,7655.81,Mobile App,Recurring
ORD100173,2023-04-06,CUST02059,South,Beauty & Personal Care,Trimmer,2,509.88,0.1,917.78,293.69,Mobile App,Recurring
ORD100174,2024-07-31,CUST00169,North,Electronics,Headphones,6,36112.88,0.05,205843.42,57636.16,Marketplace,Recurring
ORD100175,2023-02-01,CUST02040,Central,Clothing,Jacket,4,1205.05,0.25,3615.15,1265.3,Mobile App,Recurring
ORD100176,2024-12-06,CUST00246,South,Grocery,Tea Powder,4,490.22,0.0,1960.88,156.87,Mobile App,VIP
ORD100177,2023-11-23,CUST01415,West,Furniture,Bookshelf,5,14698.37,0.0,73491.85,16168.21,Online,New
ORD100178,2023-09-11,CUST00578,Central,Electronics,Laptop,4,36112.88,0.05,137228.94,38424.1,Mobile App,Recurring
ORD100179,2024-08-14,CUST01281,South,Furniture,Sofa,5,12469.62,0.0,62348.1,13716.58,Online,VIP
ORD100180,2024-06-01,CUST01873,South,Furniture,Bed Frame,3,2642.51,0.0,7927.53,1744.06,Marketplace,New
ORD100181,2023-01-09,CUST00441,West,Furniture,Bookshelf,6,10095.14,0.05,57542.3,12659.31,Marketplace,New
ORD100182,2024-07-29,CUST00798,East,Beauty & Personal Care,Perfume,1,1026.24,0.05,974.93,311.98,Mobile App,Recurring
ORD100183,2024-09-30,CUST00487,South,Electronics,Smartwatch,3,36112.88,0.0,108338.64,30334.82,Mobile App,Recurring
ORD100184,2023-07-23,CUST02468,Central,Grocery,Spices Combo,1,92.04,0.0,92.04,7.36,Marketplace,Recurring
ORD100185,2023-06-02,CUST02484,Central,Furniture,Bookshelf,5,8984.77,0.1,40431.47,8894.92,Mobile App,Recurring
ORD100186,2024-06-03,CUST02088,Central,Grocery,Spices Combo,3,500.15,0.0,1500.45,120.04,Online,VIP
ORD100187,2024-08-20,CUST01261,North,Beauty & Personal Care,Skincare Kit,3,2419.97,0.25,5444.93,1742.38,In-Store,Recurring
ORD100188,2024-08-20,CUST01968,South,Beauty & Personal Care,Trimmer,4,453.66,0.15,1542.44,493.58,Online,New
ORD100189,2024-03-27,CUST01285,West,Furniture,Sofa,6,6290.66,0.1,33969.56,7473.3,Marketplace,VIP
ORD100190,2023-03-05,CUST00566,Central,Furniture,Bed Frame,3,24955.89,0.1,67380.9,14823.8,Mobile App,VIP
ORD100191,2024-04-15,CUST02184,East,Beauty & Personal Care,Perfume,6,1951.78,0.15,9954.08,3185.31,Mobile App,Recurring
ORD100192,2023-07-16,CUST01010,East,Beauty & Personal Care,Perfume,2,2358.57,0.0,4717.14,1509.48,In-Store,Recurring
ORD100193,2024-05-15,CUST01299,West,Clothing,Kurta,6,1310.79,0.0,7864.74,2752.66,Marketplace,VIP
ORD100194,2024-02-09,CUST01414,South,Clothing,T-Shirt,3,3833.66,0.0,11500.98,4025.34,Marketplace,Recurring
ORD100195,2024-05-05,CUST00877,South,Beauty & Personal Care,Perfume,5,1769.81,0.0,8849.05,2831.7,In-Store,New
ORD100196,2024-11-16,CUST02176,South,Furniture,Office Chair,1,11212.0,0.15,9530.2,2096.64,In-Store,New
ORD100197,2024-07-17,CUST00647,West,Grocery,Tea Powder,6,238.48,0.0,1430.88,114.47,Online,VIP
ORD100198,2023-04-02,CUST02352,South,Beauty & Personal Care,Face Wash,2,1101.92,0.0,2203.84,705.23,Online,VIP
ORD100199,2024-02-11,CUST02030,South,Clothing,T-Shirt,1,1403.05,0.1,1262.74,441.96,Mobile App,New
ORD100200,2024-10-18,CUST02226,Central,Grocery,Cooking Oil,5,493.62,0.0,2468.1,197.45,Mobile App,New
ORD100201,2024-04-14,CUST01054,South,Electronics,Laptop,3,36112.88,0.0,108338.64,30334.82,Marketplace,Recurring
ORD100202,2024-06-11,CUST01344,North,Grocery,Rice 5kg,2,981.6,0.1,1766.88,141.35,In-Store,New
ORD100203,2024-01-28,CUST00965,West,Clothing,Jacket,3,2454.1,0.1,6626.07,2319.12,Mobile App,Recurring
ORD100204,2023-03-05,CUST00485,West,Clothing,Jeans,4,2837.47,0.15,9647.4,3376.59,Online,Recurring
ORD100205,2023-10-30,CUST01506,Central,Furniture,Study Table,2,12736.75,0.1,22926.15,5043.75,Mobile App,Recurring
ORD100206,2024-07-16,CUST01929,Central,Furniture,Study Table,6,19236.13,0.25,86562.58,19043.77,Marketplace,Recurring
ORD100207,2024-01-06,CUST00320,Central,Electronics,Headphones,5,36112.88,0.0,180564.4,50558.03,In-Store,New
ORD100208,2024-06-16,CUST01810,North,Furniture,Bed Frame,4,3636.22,0.15,12363.15,2719.89,Online,Recurring
ORD100209,2024-06-09,CUST01702,West,Beauty & Personal Care,Face Wash,5,1208.71,0.0,6043.55,1933.94,Marketplace,New
ORD100210,2023-01-04,CUST00893,Central,Electronics,Headphones,4,23049.19,0.0,92196.76,25815.09,Online,VIP
ORD100211,2023-03-12,CUST01934,North,Clothing,Sneakers,2,3144.2,0.25,4716.3,1650.7,Marketplace,New
ORD100212,2024-01-27,CUST01838,West,Grocery,Rice 5kg,6,964.94,0.1,5210.68,416.85,Mobile App,New
ORD100213,2024-07-04,CUST01610,Central,Furniture,Study Table,1,19269.97,0.05,18306.47,4027.42,Marketplace,Recurring
ORD100214,2023-08-24,CUST01014,West,Clothing,Jeans,3,996.38,0.15,2540.77,889.27,Online,Recurring
ORD100215,2024-03-05,CUST00065,South,Furniture,Office Chair,1,15457.28,0.05,14684.42,3230.57,Online,New
ORD100216,2023-02-15,CUST01648,West,Furniture,Bed Frame,2,19227.82,0.0,38455.64,8460.24,Mobile App,New
ORD100217,2024-08-12,CUST01307,Central,Beauty & Personal Care,Perfume,2,823.23,0.0,1646.46,526.87,In-Store,Recurring
ORD100218,2023-10-09,CUST00250,Central,Beauty & Personal Care,Shampoo,6,1728.0,0.15,8812.8,2820.1,Mobile App,VIP
ORD100219,2024-11-18,CUST01562,Central,Clothing,Sneakers,4,851.11,0.05,3234.22,1131.98,Mobile App,New
ORD100220,2023-08-19,CUST01232,South,Grocery,Rice 5kg,5,441.04,0.05,2094.94,167.6,In-Store,New
ORD100221,2023-09-19,CUST00833,Central,Electronics,Smartwatch,3,6916.79,0.05,19712.85,5519.6,Mobile App,New
ORD100222,2024-11-20,CUST02478,Central,Electronics,Headphones,2,36112.88,0.15,61391.9,17189.73,In-Store,Recurring
